,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact
54,55,Arabica,exportadora cafe condor s.a,Colombia,,,trilladora boaza,3 68 0215,exportadora cafe condor s.a,1800 msnm,huila,,275,70 kg,Almacaf ,2013,"Jul 26, 2013",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,1,0.0,Blue Green,0,"Jul 26, 2014",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
55,56,Arabica,gonzalo herdez,Panama,la berlina estate,Baby Geisha Washed,beneficio casa ruiz s.a.,,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60 kg,Specialty Coffee Association o,2017,"Oct 09, 2017",Gonzalo Herdez,Gesha,Washed   Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,0,1.0,Bluish Green,0,"Oct 09, 2018",Specialty Coffee Association o,8e0b118f3cf3121ab27c5387deacdb,5eb2b7129d9714c43825e44dc3bca9
56,57,Arabica,ibrahim hussien speciality cof,Ethiopia,,,burka gudina,2014 2015,ibrahim hussien specality coff,1800 2000,oromia,Ibrahim Hussien Specialty Coff,320,60 kg,METAD Agricultural Development,2014,"Apr 04, 2015",Ibrahim Hussien Speciality Cof,,Washed   Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Green,4,"Apr 03, 2016",METAD Agricultural Development,309fcf77415a3661ae83e027f7e5f0,19fef5a731de2db57d16da10287413
57,58,Arabica,juan luis alvarado romero,Guatemala,valparaiso,,beneficio valparaiso,11 1886 03,sertrasa,5000,acatego,SERTRASA,150,1 kg,Asociacion Nacional Del Caf ,2012,"Jul 03, 2012",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.12,0,0.0,Green,3,"Jul 03, 2013",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
58,59,Arabica,juan luis alvarado romero,Guatemala,finca el limon,,beneficio serben,11 853 155,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACH,275,1 kg,Asociacion Nacional Del Caf ,2012,"Jun 05, 2012",Juan Luis Alvarado Romero,Catuai,Washed   Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Bluish Green,1,"Jun 05, 2013",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
59,60,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,320,seid damtew coffee export and ,490,seid damtew coffee planation,,addis ababa,seid damtew coffee export and ,320,19200 kg,METAD Agricultural Development,2017,"Jun 23, 2017",SEID DAMTEW COFFEE PLANATAION,Caturra,Natural   Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,0,4.0,,7,"Jun 23, 2018",METAD Agricultural Development,309fcf77415a3661ae83e027f7e5f0,19fef5a731de2db57d16da10287413
60,61,Arabica,dane loraas,Peru,,,,030 0537 2066,sustainable harvest,,cajamarca,,280,5 lbs,Specialty Coffee Association,2013,"Jan 22, 2014",Dane Loraas,,Washed   Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,4,0.0,Green,6,"Jan 22, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
61,62,Arabica,"colbran coffeelands, ltd.",Papua New Guinea,tairora cherry   bonta,,baroida,25072012,cqi,1700,eastern highlands province,"Colbran CoffeeLands, Ltd.",7,60 kg,Specialty Coffee Association,2012,"Oct 25, 2012","Colbran Coffeelands, Ltd.",,Washed   Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,0,0.0,Bluish Green,1,"Oct 25, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
62,63,Arabica,atlantic specialty coffee,El Salvador,el majahual,,j. hill y cia,09   060 24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2 kg,Specialty Coffee Association,2013,"Mar 18, 2013",Atlantic Specialty Coffee,Bourbon,Washed   Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,0,0.0,Blue Green,3,"Mar 18, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
63,64,Arabica,lusso lab,El Salvador,finca la esmeralda,,"aqua caliente, j.j. borja nath",,lusso coffee lab,1300 1400 m.s.l,"ataco, apaneca   ilamatepec mo",Oscar Roberto Murgas Linares,19,1 kg,Specialty Coffee Association,2012,"Jan 12, 2013",LUSSO LAB,Bourbon,Semi washed   Semi pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,0.11,0,0.0,,0,"Jan 12, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
64,65,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,220451,kona pacific farmers cooperati,,kona,,8,100 lbs,Specialty Coffee Association,2012,"Apr 06, 2012",Kona Pacific Farmers Cooperati,Hawaiian Kona,Natural   Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,0,0.0,,1,"Apr 06, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
65,66,Arabica,essencecoffee,Panama,elida estate,,elida estate,290503,essence coffee,1680,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23, 2015",EssenceCoffee,Caturra,Natural   Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,2,0.0,,2,"May 22, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
66,67,Arabica,essencecoffee,Kenya,inoi,,inoi,3707361715,essence coffee,1900m,kirinyaga,,16,60 kg,Blossom Valley International,2014,"May 23, 2015",EssenceCoffee,SL28,Natural   Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,0,0.0,Green,3,"May 22, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
67,68,Arabica,assefa belay coffee producer,Ethiopia,,,,2015,assefa belay coffee producer,1800 2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development,2015,"Mar 31, 2015",Assefa Belay Coffee Producer,,Natural   Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,0,0.0,Green,7,"Mar 30, 2016",METAD Agricultural Development,309fcf77415a3661ae83e027f7e5f0,19fef5a731de2db57d16da10287413
68,69,Arabica,kyagalanyi ltd,Uganda,buginyanya,,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1600,bulambuli eastern region,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Auth,2013,"Jun 26, 2014",Kyagalanyi Ltd,SL14,Washed   Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,Green,1,"Jun 26, 2015",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
69,70,Arabica,juan luis alvarado romero,Guatemala,asoperc,,beneficio exportacafe agua san,11 52 492,exportcafe,5600 5760 metros,huehuetego,ASOCIACION PERMACULTORES CUILC,250,69 kg,Asociacion Nacional Del Caf ,2013,"Feb 26, 2013",Juan Luis Alvarado Romero,Bourbon,Washed   Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,Green,1,"Feb 26, 2014",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
70,71,Arabica,assefa belay coffee producer,Ethiopia,,,,2015,assefa belay coffee producer,1800 2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development,2015,"Mar 31, 2015",Assefa Belay Coffee Producer,,Washed   Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0,0.0,Green,18,"Mar 30, 2016",METAD Agricultural Development,309fcf77415a3661ae83e027f7e5f0,19fef5a731de2db57d16da10287413
71,72,Arabica,great lakes coffee uganda,Uganda,chesiyo farmer group,,great lakes coffee,0,great lakes coffee,1950,kapchorwa,Chesiyo Farmer group,150,60 kg,Uganda Coffee Development Auth,2013,"Jun 26, 2014",Great Lakes Coffee Uganda,SL14,Washed   Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,Green,5,"Jun 26, 2015",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
72,73,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,220453,kona pacific farmers cooperati,,kona,,8,100 lbs,Specialty Coffee Association,2012,"Apr 06, 2012",Kona Pacific Farmers Cooperati,Hawaiian Kona,Natural   Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,,6,"Apr 06, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
73,74,Arabica,nucoffee,Brazil,fazenda serra tr s barras,,,002 1251 0072,nucoffee,1250m,south of minas,Jos  Vagner Ribeiro Junqueira,5,60 kg,NUCOFFEE,2011,"Dec 03, 2011",NUCOFFEE,Bourbon,Semi washed   Semi pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,Blue Green,1,"Dec 02, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88,aa2ff513ffb9c844462a1fb07c599b
74,75,Arabica,grounds for health admin,El Salvador,sierra nevada,,beneficio las tres puertas,9 060 60D L 1D,,1400 m,apaneca,J. Hill y Cia SA CV,2,"1 kg,lbs",Specialty Coffee Association,2009   2010,"May 31, 2010",Grounds for Health Admin,,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0.0,,0,"May 31, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
75,76,Arabica,yun coffee exchange,China,pu er city longke coffee co.lt,YNC 16115,pu er city longke coffee co.lt,,yun coffee exchange,1700,yun,Pu er City Longke Coffee Co.Lt,3,60 kg,Yun Coffee Exchange,2015,"Apr 06, 2016",Yun Coffee Exchange,Catimor,Natural   Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Green,0,"Apr 06, 2017",Yun Coffee Exchange,683fa6014608fc10ff681b0435b0b2,f6d87a6c04653c569d4911a66f89d5
76,77,Arabica,essencecoffee,Guatemala,el injerto s.a.,,el injerto s.a.,11999144,essence coffee,1770,huehuetego,Arturo Aguirre,36,30 kg,Blossom Valley International,2014,"May 23, 2015",EssenceCoffee,Pacamara,Natural   Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,Green,1,"May 22, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922,de73fc9412358b523d3a641501e542
77,78,Arabica,the coffee source inc.,Costa Rica,several,,cafe altura san ramon,5 562 0006,the coffee source inc.,1300,west valley,Cafe Altura San Ramon,250,3 lbs,Specialty Coffee Association,2014,"May 01, 2014",The Coffee Source Inc.,Caturra,Washed   Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,Bluish Green,0,"May 01, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
78,79,Arabica,the coffee source inc.,Costa Rica,several,,cafe altura san ramon,5 562 0016,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"May 01, 2014",The Coffee Source Inc.,Caturra,Washed   Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Bluish Green,2,"May 01, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
79,80,Arabica,rashid moledina   co. (msa) lt,Kenya,,,,37 672 0017,rashid moledina   co. (msa) lt, 1600 m,central kenya,Kianjogu   Rutuma F.C.S. Ltd.,20,60 kg,Kenya Coffee Traders Associati,2012,"Apr 19, 2013",RASHID MOLEDINA   CO. (MSA) LT,SL34,Washed   Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,Green,2,"Apr 19, 2014",Kenya Coffee Traders Associati,ccba45b89d859740b749878be8c6d1,d752c909a015f3c76224b3c5cc520f
80,81,Arabica,ibero kenya limited,Kenya,,,nkg ck hc ss kccm,37 00597 0252   AB FAQ Q certi,ibero kenya limited, 1200 m,central kenya,Blend from various Producers,300,60 kg,Kenya Coffee Traders Associati,2012,"Mar 12, 2013",Ibero Kenya Limited,SL34,Washed   Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,Green,6,"Mar 12, 2014",Kenya Coffee Traders Associati,ccba45b89d859740b749878be8c6d1,d752c909a015f3c76224b3c5cc520f
81,82,Arabica,ethiopia commodity exchange,Ethiopia,phone number   0911 513824 ema,,,010 0157,,,yirgacheffe,Contact name   Egziabhez Mezge,360,6 kg,Ethiopia Commodity Exchange,2009 2010,"Jun 17, 2010",Ethiopia Commodity Exchange,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0.0,,2,"Jun 17, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed,61bbaf6a9f341e5782b8e7bd3ebf76
82,83,Arabica,ethiopia commodity exchange,Ethiopia,,,,010 0001 0022,,,yirgacheffe,Contact name   Hailu Gebre Hiw,300,6,Ethiopia Commodity Exchange,2009 2010,"Jun 17, 2010",Ethiopia Commodity Exchange,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0,0.0,,3,"Jun 17, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed,61bbaf6a9f341e5782b8e7bd3ebf76
83,84,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11 23 0177,beneficio ixchel,11 23 0177,"unex guatemala, s.a.",,oriente,MARGARITA AVILA NUYENS,250,69 kg,Asociacion Nacional Del Caf ,2016,"Apr 27, 2016",Juan Luis Alvarado Romero,Bourbon,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2.0,Green,2,"Apr 27, 2017",Asociacion Nacional Del Caf ,b1f20fe3a819fd6b2ee0eb8fdc3da2,724f04ad10ed31dbb9d260f0dfd221
84,85,Arabica,exportadora cafe condor s.a,Colombia,various,,trilladora agricola,3 68 0102,exportadora cafe condor s.a,1550 msnm,santander,varios,275,70 kg,Almacaf ,2015,"Apr 08, 2015",Exportadora Cafe Condor S.A,Caturra,Washed   Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,Green,0,"Apr 07, 2016",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
85,86,Arabica,compa ia colombiana agroindust,Colombia,,,trilladora boaza,3 79 0634,ecom cca sa,1550,santander,,250,70 kg,Almacaf ,2014,"Jan 17, 2014",Compa ia Colombiana Agroindust,Caturra,Natural   Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,Green,2,"Jan 17, 2015",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
86,87,Arabica,"nomura trading co., ltd.",Indonesia,,,,,"nomura trading co., ltd.",1250 1400 meter,lintong,,54,60 kg,Specialty Coffee Association,2012,"Nov 26, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi washed   Semi pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,Green,3,"Nov 26, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
87,88,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca   fedecocagu,,coop. hoja blanca   fedecocagu,11 30 0593,the coffee source inc.,1400 msm,huehuetego,Coop. Hoja Blanca   Fedecocagu,250,1 kg,Specialty Coffee Association,2012,"Jan 18, 2012",The Coffee Source Inc.,Caturra,Washed   Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,,7,"Jan 17, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
88,89,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,,at site and addis ababa,495,seid damtew coffee planation,,"kefa zone, gimbo distict, at a",SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development,2016,"Aug 09, 2016",SEID DAMTEW COFFEE PLANATAION,,Natural   Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,Green,8,"Aug 09, 2017",METAD Agricultural Development,309fcf77415a3661ae83e027f7e5f0,19fef5a731de2db57d16da10287413
89,90,Arabica,carcafe ltda ci,Colombia,,,pasto,3 59 3115,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ   LUIS JABE,250,70 kg,Almacaf ,2015,"Aug 18, 2015",CARCAFE LTDA CI,Caturra,Natural   Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,,0,"Aug 17, 2016",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
90,91,Arabica,steven kil,Ethiopia,aricha coop,,aricha coop,,the specialty coffee appraiser,1700,aricha,BNT,100,60 kg,Specialty Coffee Association,2014,"Oct 07, 2014",Steven Kil,,Natural   Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,Green,7,"Oct 07, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
91,92,Arabica,eileen koyanagi,United States (Hawaii),,,,KP 022014,kona pacific farmers cooperati,,kona,,12,100 lbs,Specialty Coffee Association,2014,"Mar 10, 2014",Eileen Koyanagi,Hawaiian Kona,Natural   Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish Green,2,"Mar 10, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
92,93,Arabica,carcafe ltda ci,Colombia,,,,3 59 0951,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ  WILSON ORTIZ GI,250,70 kg,Almacaf ,2012,"Mar 16, 2012",CARCAFE LTDA CI,Caturra,Natural   Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,Green,8,"Mar 16, 2013",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
93,94,Arabica,kona pacific farmers cooperati,United States (Hawaii),,,,,,,kona,Kona Pacific Farmers Cooperati,13,100 lbs,Specialty Coffee Association,2010 2011,"Dec 27, 2010",Kona Pacific Farmers Cooperati,,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0.0,,7,"Dec 27, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
94,95,Arabica,ethiopia commodity exchange,Ethiopia,,,,010 0058 Sidamo,,,sidamo,Exporter Name   Muluneh Kaka  ,360,6,Ethiopia Commodity Exchange,2010,"Jun 17, 2010",Ethiopia Commodity Exchange,,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0,0.0,,5,"Jun 17, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed,61bbaf6a9f341e5782b8e7bd3ebf76
95,96,Arabica,kona pacific farmers cooperati,United States (Hawaii),kona pacific farmers cooperati,,kona pacific farmers cooperati,HDOA 210310,,,kona,,27,0 lbs,Specialty Coffee Association,,"May 17, 2010",Kona Pacific Farmers Cooperati,,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0,0.0,,0,"May 17, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
96,97,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Auth,2016,"Jul 24, 2017",Kyagalanyi Coffee Ltd,SL14,Washed   Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,Green,1,"Jul 24, 2018",Uganda Coffee Development Auth,188fe373b511e21f614564bf86aa47,b7614767a5343729bbde3a2777c60c
97,98,Arabica,racafe   cia s.c.a,Colombia,,3 37 1829,bachue,3 37 1829,racafe   cia s.c.a,,huila,La Plata,135,70 kg,Almacaf ,2016,"Feb 15, 2017",Racafe   Cia S.C.A,Caturra,Washed   Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,3,"Feb 15, 2018",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
98,99,Arabica,troy quimby,Costa Rica,estate la patricia,LP C211 180,micro beneficio la caba a javi,,bold coast coffee,1900,tarrazu,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"Jan 30, 2017",Troy Quimby,Catuai,Washed   Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,Green,1,"Jan 30, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
99,100,Arabica,"el equimite, cafetal biodin mi",Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho ag",,"cafetal el equimite, rancho ag",1300,veracruz,Varios productores minifundist,1,30 kg,Centro Agroecol gico del Caf  ,2015,"Sep 21, 2016","El Equimite, Cafetal Biodin mi",Typica,Washed   Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,Green,3,"Sep 21, 2017",Centro Agroecol gico del Caf  ,3b8dfdd621590b424ff64e0b76df7d,d470dc009281519e30da6ead1c649f
100,101,Arabica,simon mahinda,Kenya,,CN 11462 AA,ckcm,,c dorman ltd, 1,,,170,60 kg,Kenya Coffee Traders Associati,2015,"May 07, 2016",SIMON MAHINDA,,Washed   Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,0,5.0,Green,7,"May 07, 2017",Kenya Coffee Traders Associati,ccba45b89d859740b749878be8c6d1,d752c909a015f3c76224b3c5cc520f
101,102,Arabica,rashid moledina   co. (msa) lt,Kenya,machure estate,,,37 672 0016,rashid moledina   co. (msa) lt,1580,central kenya,,38,60 kg,Kenya Coffee Traders Associati,2012,"Apr 19, 2013",RASHID MOLEDINA   CO. (MSA) LT,SL34,Washed   Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,5,"Apr 19, 2014",Kenya Coffee Traders Associati,ccba45b89d859740b749878be8c6d1,d752c909a015f3c76224b3c5cc520f
102,103,Arabica,nucoffee,Brazil,sit o s o geraldo,,,002 1251 0242,nucoffee,1100m,grama valley,Idalina M. AndraFerreira,31,60 kg,NUCOFFEE,2012,"Feb 29, 2012",NUCOFFEE,Mundo Novo,Natural   Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,Green,3,"Feb 28, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88,aa2ff513ffb9c844462a1fb07c599b
103,104,Arabica,young kim,Mexico,kassandra,,,016 2484 04,,1400 masl,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010 2011,"Apr 06, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,,0,"Apr 05, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
104,105,Arabica,kona pacific farmers cooperati,United States (Hawaii),kona pacific farmers cooperati,,,HDOA 210306,,,kona,,15,100 lbs,Specialty Coffee Association,,"Feb 24, 2011",Kona Pacific Farmers Cooperati,,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,,1,"Feb 24, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
105,106,Arabica,carl walker,Guatemala,la igualdad,,concepcion,11 194 0014,,3500 5200 feet,"chuva, san marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009 2010,"Sep 07, 2010",Carl Walker,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,,1,"Sep 07, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d0,0878a7d4b9d35ddbf0fe2ce69a2062
106,107,Arabica,racafe   cia s.c.a,Colombia,,3 37 0277,bachue,3 37 0277,racafe   cia s.c.a,,huila,La Plata,243,70 kg,Almacaf ,2016,"Nov 25, 2016",Racafe   Cia S.C.A,Caturra,Washed   Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,,2,"Nov 25, 2017",Almacaf ,e493c36c2d076bf273064f7ac23ad5,70d3c0c26f89e00fdae6fb39ff54f0
